Longitude,Latitude
-1.171565899,54.12759372
-1.291656483,54.21746312
-1.291548837,54.21748046
-1.291472013,54.217489
-1.291148152,54.21759495
-1.160230418,54.1258974
-1.158875883,54.12780234
-1.291317442,54.21755999
-1.124198139,54.1307997
-1.139184256,54.13135716
-1.290917987,54.21760258
-1.29071772,54.21765533
-1.134285511,54.1380359
-1.29048663,54.21771688
-1.290255539,54.21777843
-1.132744188,54.14660812
-1.289978446,54.21783971
-1.289609346,54.21790045
-1.127773181,54.1398314
-1.120859381,54.13742633
-1.134608208,54.1379753
-1.289131517,54.21804144
-1.134608208,54.1379753
-1.134668488,54.13802068
-1.132176179,54.13642988
-1.129404822,54.1379378
-1.288992429,54.21810353
-1.134704528,54.13776029
-1.288715486,54.21815582
-1.134728394,54.13808402
-1.135059844,54.13833806
-1.288498335,54.21829834
-1.153352276,54.12101382
-1.15377952,54.12107075
-1.288265848,54.21844077
-1.287774374,54.2184828
-1.121643489,54.13726129
-1.287481628,54.21856196
-1.287141485,54.21872173
-1.121426194,54.13740351
-1.286909301,54.21884618
-1.28678616,54.21887241
-1.02570632,54.13260461
-1.286516798,54.21848435
-1.026920345,54.13304584
-1.020451886,54.13216651
-1.286512152,54.21875395
-1.03292842,54.13596137
-1.034077646,54.13656379
-1.587802912,54.33260068
-1.286311254,54.21884264
-1.286095951,54.21887731
-1.285972964,54.21889456
-1.285834488,54.2189207
-1.285634518,54.21895547
-1.59015258,54.33446903
-1.285434393,54.21899922
-1.591985088,54.33577838
-1.285203599,54.21904279
-1.25030066,54.42191937
-1.601667766,54.33643083
-1.033969478,54.13660786
-1.290758488,54.21796114
-1.025505501,54.13268387
-1.245633181,54.42347209
-1.241501975,54.42267332
-1.601846935,54.33698862
-1.241501975,54.42267332
-1.29195952,54.21229706
-1.241501975,54.42267332
-1.240458886,54.42240614
-1.292299438,54.21752981
-1.24071837,54.42254258
-1.291781578,54.21821881
-1.58946052,54.32520085
-1.589398394,54.32526355
-1.244378919,54.41959972
-1.292044566,54.21808554
-1.57278575,54.31407969
-1.574041546,54.31750827
-1.570243409,54.31466383
-1.239510544,54.42284954
-1.239404501,54.42275001
-1.287027799,54.21908954
-1.238099368,54.42165433
-1.287135451,54.2190722
-1.238997241,54.42227112
-1.567989307,54.3126696
-1.237598579,54.42206458
-1.238451633,54.42177338
-1.292477304,54.21789036
-1.236774777,54.42161002
-1.556316187,54.30757641
-1.147481229,54.46901422
-1.235560977,54.41892414
-1.235513078,54.41901371
-1.235391144,54.41894104
-1.235808356,54.41888077
-1.222621053,54.43901801
-1.235731144,54.41888927
-1.235731144,54.41888927
-1.242766843,54.03947906
-1.24276668,54.03948805
-1.235443608,54.41529254
-1.235171693,54.41748371
-1.242660292,54.03946042
-1.236543477,54.41912807
-1.292957139,54.21583503
-1.235563515,54.41961618
-1.242523204,54.03944158
-1.242386116,54.03942274
-1.293209984,54.21629487
-1.242196034,54.03979903
-1.242120509,54.03975362
-1.242227224,54.03976328
-1.242349044,54.03978202
-1.236242901,54.4203754
-1.235718142,54.42041702
-1.235882801,54.42067869
-1.235926691,54.42080479
-1.236124344,54.42094984
-1.231606757,54.04018125
-1.236139753,54.42094994
-1.236334068,54.42127471
-1.284695693,54.21914763
-1.236244448,54.42112136
-1.275441748,54.04140596
-1.236985367,54.42935838
-1.283257348,54.21895933
-1.238942839,54.03481721
-1.235645775,54.42016492
-1.283640557,54.2189706
-1.283103069,54.21901234
-1.310911703,54.37985136
-1.284189805,54.21913564
-1.310258806,54.3802251
-1.284312793,54.21911839
-1.310897361,54.37978837
-1.28408324,54.21909007
-1.286924183,54.219763
-1.062431478,54.10098929
